640 427   
121 82 49  
121 83 47  
121 83 47  
120 82 46  
118 82 46  
117 81 45  
116 82 45  
115 81 44  
115 81 44  
112 80 42  
112 80 42  
112 80 42  
112 80 42  
111 79 41  
111 79 41  
111 79 41  
111 79 41  
111 77 40  
110 78 40  
110 78 40  
109 77 39  
107 77 39  
107 77 39  
106 78 39  
106 78 39  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 80 37  
107 80 37  
107 80 37  
108 81 38  
108 81 38  
108 81 38  
108 81 38  
108 81 38  
109 82 39  
109 82 39  
109 82 39  
109 82 39  
109 82 39  
110 83 40  
110 83 40  
110 83 40  
107 83 39  
107 83 39  
108 84 40  
108 84 40  
108 84 40  
108 84 40  
109 85 41  
109 85 41  
159 157 96 
159 157 96 
159 157 96 
158 158 96 
157 157 95 
156 158 95 
156 158 95 
156 158 95 
151 155 94 
151 155 94 
150 156 94 
147 156 93 
146 156 93 
144 156 92 
144 156 92 
142 157 92 
139 156 88 
139 156 88 
139 156 88 
138 155 87 
138 155 87 
138 155 87 
137 154 86 
137 154 86 
139 151 85 
139 151 85 
138 150 84 
136 148 82 
134 146 80 
133 145 79 
132 144 78 
131 143 77 
130 141 73 
130 141 73 
128 139 71 
127 138 70 
126 137 69 
126 137 69 
125 136 68 
125 136 68 
126 136 67 
125 135 66 
124 134 65 
124 134 63 
124 134 63 
124 134 61 
124 134 61 
125 135 62 
125 135 62 
126 136 63 
126 136 63 
126 136 63 
127 138 62 
128 139 63 
128 139 61 
128 139 61 
127 138 59 
128 139 60 
129 140 61 
131 142 63 
132 143 64 
132 143 64 
132 143 64 
132 143 64 
132 143 64 
132 143 64 
132 143 64 
132 143 64 
132 143 64 
132 143 64 
132 143 64 
132 143 64 
131 142 64 
131 142 64 
131 142 64 
130 141 63 
129 140 62 
129 140 62 
129 140 62 
128 139 61 
130 138 61 
129 137 60 
129 137 60 
129 137 62 
128 136 61 
128 136 63 
128 136 63 
127 135 62 
124 134 61 
124 134 61 
124 134 61 
123 133 60 
123 133 62 
122 132 61 
122 132 63 
122 132 63 
121 131 62 
121 131 62 
121 131 62 
121 131 62 
121 131 62 
121 131 62 
121 131 62 
121 131 62 
121 132 63 
121 132 63 
121 132 63 
122 133 64 
122 133 64 
123 134 65 
123 134 65 
123 134 65 
124 135 66 
124 135 66 
125 136 67 
125 136 67 
125 136 67 
125 136 67 
126 137 68 
126 137 68 
127 138 69 
127 138 69 
127 138 69 
127 138 69 
127 138 69 
128 139 70 
128 139 70 
128 139 70 
129 140 72 
129 140 72 
129 140 72 
130 141 73 
130 141 73 
131 142 74 
131 142 74 
132 143 75 
133 142 79 
133 142 79 
133 142 79 
133 142 79 
134 143 80 
134 143 80 
134 143 80 
134 143 80 
132 143 77 
132 143 77 
132 143 77 
132 143 77 
132 143 77 
131 142 76 
131 142 76 
131 142 76 
129 141 77 
129 141 77 
129 141 77 
129 141 77 
128 140 76 
128 140 76 
128 140 76 
128 140 76 
129 140 74 
129 140 74 
129 140 74 
129 140 74 
129 140 74 
128 139 73 
128 139 73 
128 139 73 
128 138 75 
128 138 75 
128 138 75 
127 137 74 
127 137 74 
127 137 74 
127 137 74 
127 137 74 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
127 136 73 
127 136 73 
126 135 72 
126 135 72 
126 135 72 
126 135 72 
125 134 71 
125 134 71 
123 133 70 
123 133 70 
123 133 70 
123 133 70 
123 133 70 
122 132 69 
122 132 69 
122 132 69 
121 133 69 
121 133 69 
121 133 69 
120 132 68 
120 132 68 
120 132 68 
120 132 68 
120 132 68 
120 132 68 
120 132 68 
121 133 69 
121 133 69 
121 133 69 
121 133 69 
122 134 70 
122 134 70 
120 132 70 
121 133 71 
121 133 71 
121 133 71 
122 134 72 
123 135 73 
123 135 73 
123 135 73 
124 136 74 
124 136 74 
125 137 75 
125 137 75 
126 138 76 
126 138 76 
127 139 77 
127 139 77 
126 140 78 
126 140 78 
126 140 78 
126 140 78 
127 141 79 
127 141 79 
127 141 79 
127 141 79 
127 141 79 
127 141 79 
127 141 79 
127 141 79 
127 141 79 
128 142 80 
128 142 80 
128 142 80 
131 142 82 
131 142 82 
131 142 82 
131 142 82 
131 142 82 
130 141 81 
130 141 81 
130 141 81 
134 142 82 
132 146 84 
113 128 73 
155 156 125
232 210 212
254 222 237
255 236 240
248 236 222
253 232 231
254 233 232
255 230 233
255 229 232
255 227 232
254 223 229
252 221 227
251 218 227
252 215 222
253 217 221
254 218 222
254 219 223
255 221 222
254 222 223
254 223 221
254 223 221
255 225 215
246 218 207
232 205 194
206 185 168
166 155 127
134 133 89 
125 135 75 
131 148 78 
140 146 86 
133 139 79 
129 138 75 
135 144 81 
138 148 85 
134 145 79 
131 144 75 
131 146 77 
130 140 79 
137 146 81 
135 145 76 
130 143 74 
129 140 82 
138 134 97 
182 152 144
239 189 200
246 194 207
246 194 207
245 195 206
247 197 208
248 201 209
248 201 209
245 198 204
242 197 202
250 200 209
253 206 214
254 211 218
254 213 219
251 210 216
248 205 212
249 204 211
251 204 212
252 207 212
252 207 212
251 204 210
250 204 207
250 201 204
248 199 202
247 199 199
247 197 198
242 196 199
245 198 204
246 199 205
244 195 201
240 189 198
239 188 197
244 190 203
248 194 207
246 199 209
247 200 210
247 202 209
247 204 211
246 205 209
245 206 209
244 205 208
242 206 206
233 199 200
194 167 156
126 112 83 
105 103 54 
115 121 61 
109 115 51 
107 113 51 
112 116 57 
112 116 57 
112 116 57 
112 116 57 
112 116 57 
112 116 57 
112 116 57 
112 116 57 
112 116 57 
111 115 54 
111 115 54 
110 114 53 
110 114 53 
109 113 52 
109 113 52 
108 112 51 
108 112 51 
107 110 53 
107 110 53 
106 109 52 
105 108 51 
105 108 51 
104 107 50 
103 106 49 
103 106 49 
101 104 47 
101 104 47 
101 104 47 
100 103 48 
99 102 47  
99 102 49  
98 101 48  
98 101 48  
97 97 45   
97 97 45   
97 97 45   
96 96 44   
95 95 43   
95 95 43   
94 94 42   
94 94 42   
93 93 43   
92 92 42   
91 90 42   
90 89 41   
89 88 40   
89 88 42   
90 89 43   
90 89 43   
91 87 42   
91 87 42   
91 87 42   
93 86 42   
93 86 42   
94 85 42   
94 85 42   
94 85 42   
94 83 38   
94 83 38   
95 82 38   
95 82 40   
96 81 40   
96 81 42   
98 80 42   
98 80 42   
99 81 43   
99 81 43   
99 81 43   
100 80 43  
100 80 43  
102 80 43  
102 80 43  
102 80 43  
104 80 44  
104 80 44  
104 80 44  
106 80 45  
106 80 45  
106 80 45  
108 79 45  
108 79 45  
109 80 48  
109 80 48  
110 79 48  
111 81 47  
113 80 47  
114 81 46  
114 81 46  
115 81 46  
118 84 49  
118 84 49  
118 84 49  
119 85 50  
119 85 50  
120 86 51  
120 86 51  
121 87 52  
121 85 49  
121 85 49  
122 86 50  
123 87 51  
124 88 52  
124 88 52  
125 89 53  
125 89 53  
128 90 54  
128 90 54  
128 90 54  
129 91 55  
129 91 55  
130 92 56  
130 92 56  
130 92 56  
132 92 57  
133 93 58  
133 93 58  
134 94 59  
135 95 60  
136 96 61  
136 96 61  
137 97 62  
139 96 62  
139 96 62  
139 96 62  
140 97 63  
141 98 64  
141 98 64  
141 98 64  
142 99 65  
143 100 66 
143 100 66 
144 101 67 
144 101 67 
144 101 67 
144 101 67 
145 102 68 
145 102 68 
146 103 68 
146 103 68 
147 104 69 
147 104 69 
147 104 69 
147 104 69 
148 105 70 
148 105 70 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
147 104 70 
147 104 70 
147 104 70 
149 104 71 
149 104 71 
148 103 70 
148 103 70 
148 103 70 
148 103 70 
147 102 69 
147 102 69 
146 103 69 
146 103 69 
146 103 69 
145 102 68 
144 101 67 
144 101 67 
144 101 67 
143 100 66 
143 100 66 
143 100 66 
143 100 66 
142 99 65  
141 98 64  
141 98 64  
141 98 64  
140 97 63  
140 97 63  
140 97 63  
140 97 63  
139 96 62  
138 95 61  
138 95 61  
138 95 61  
137 94 60  
135 95 60  
135 95 60  
134 94 59  
133 93 58  
133 93 58  
132 92 57  
131 91 56  
131 91 56  
130 90 55  
130 90 55  
129 89 54  
128 88 53  
127 87 52  
127 87 52  
126 86 51  
126 86 51  
125 84 52  
125 84 52  
125 84 52  
125 84 52  
125 84 52  
124 83 51  
124 83 51  
124 83 51  
122 83 50  
122 83 50  
122 83 50  
122 83 50  
121 82 49  
121 82 49  
121 82 49  
121 82 49  
121 83 47  
120 82 46  
120 82 46  
118 82 46  
117 81 45  
115 81 44  
115 81 44  
115 81 44  
112 80 42  
112 80 42  
112 80 42  
112 80 42  
111 79 41  
111 79 41  
111 79 41  
111 79 41  
111 77 40  
110 78 40  
110 78 40  
109 77 39  
107 77 39  
107 77 39  
106 78 39  
106 78 39  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 80 37  
107 80 37  
107 80 37  
108 81 38  
108 81 38  
108 81 38  
108 81 38  
108 81 38  
109 82 39  
109 82 39  
109 82 39  
109 82 39  
109 82 39  
110 83 40  
110 83 40  
110 83 40  
107 83 39  
107 83 39  
108 84 40  
108 84 40  
108 84 40  
108 84 40  
109 85 41  
109 85 41  
162 158 97 
160 158 97 
159 157 96 
159 157 96 
158 158 96 
158 158 96 
156 158 95 
156 158 95 
152 156 95 
152 156 95 
151 157 95 
150 156 94 
148 157 94 
146 156 93 
145 157 93 
144 156 92 
141 156 89 
141 156 89 
141 156 89 
140 155 88 
140 155 88 
139 154 87 
139 154 87 
139 154 87 
139 151 85 
139 151 85 
138 150 84 
136 148 82 
134 146 80 
133 145 79 
132 144 78 
131 143 77 
130 141 73 
130 141 73 
128 139 71 
127 138 70 
126 137 69 
125 136 68 
125 136 68 
125 136 68 
125 135 66 
125 135 66 
124 134 65 
124 134 63 
124 134 63 
124 134 61 
125 135 62 
125 135 62 
126 136 63 
126 136 63 
126 136 63 
127 138 62 
127 138 62 
128 139 61 
128 139 61 
128 139 61 
128 139 60 
129 140 61 
130 141 62 
131 142 63 
132 143 64 
132 143 64 
132 143 64 
132 143 64 
132 143 64 
132 143 64 
132 143 64 
132 143 64 
132 143 64 
131 142 63 
131 142 63 
131 142 63 
131 142 64 
130 141 63 
130 141 63 
129 140 62 
129 140 62 
128 139 61 
128 139 61 
128 139 61 
127 135 58 
127 135 58 
127 135 58 
127 135 60 
127 135 60 
127 135 62 
127 135 62 
127 135 62 
124 134 61 
124 134 61 
123 133 60 
123 133 62 
122 132 61 
122 132 63 
121 131 62 
121 131 62 
121 131 62 
121 131 62 
121 131 62 
121 131 62 
121 131 62 
121 131 62 
121 131 62 
121 131 62 
120 131 63 
120 131 63 
121 132 64 
121 132 64 
122 133 65 
122 133 65 
123 134 66 
123 134 66 
124 135 67 
124 135 67 
124 135 67 
124 135 67 
125 136 68 
125 136 68 
125 136 68 
125 136 68 
126 137 69 
126 137 69 
126 137 69 
127 138 70 
127 138 70 
127 138 70 
127 138 70 
127 138 70 
128 139 73 
129 140 74 
129 140 74 
129 140 74 
130 141 75 
131 142 76 
131 142 76 
131 142 76 
132 141 78 
132 141 78 
132 141 78 
133 142 79 
133 142 79 
134 143 80 
134 143 80 
134 143 80 
132 142 79 
132 142 79 
132 142 79 
132 142 79 
131 141 78 
131 141 78 
131 141 78 
131 141 78 
129 141 77 
129 141 77 
129 141 77 
129 141 77 
128 140 76 
128 140 76 
128 140 76 
128 140 76 
129 139 76 
129 139 76 
129 139 76 
129 139 76 
129 139 76 
128 138 75 
128 138 75 
128 138 75 
128 138 75 
128 138 75 
128 138 75 
127 137 74 
127 137 74 
127 137 74 
127 137 74 
127 137 74 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
127 136 73 
127 136 73 
126 135 72 
126 135 72 
126 135 72 
126 135 72 
125 134 71 
125 134 71 
123 133 70 
123 133 70 
123 133 70 
123 133 70 
123 133 70 
122 132 69 
122 132 69 
122 132 69 
121 133 69 
121 133 69 
121 133 69 
120 132 68 
120 132 68 
120 132 68 
120 132 68 
120 132 68 
120 132 68 
120 132 68 
120 132 68 
121 133 69 
121 133 69 
121 133 69 
121 133 69 
121 133 69 
121 133 71 
121 133 71 
121 133 71 
122 134 72 
122 134 72 
123 135 73 
123 135 73 
123 135 73 
125 137 75 
125 137 75 
125 137 75 
126 138 76 
126 138 76 
127 139 77 
127 139 77 
127 139 77 
126 140 78 
126 140 78 
126 140 78 
127 141 79 
127 141 79 
127 141 79 
127 141 79 
127 141 79 
127 141 79 
127 141 79 
127 141 79 
128 142 80 
128 142 80 
128 142 80 
128 142 80 
128 142 80 
132 143 83 
132 143 83 
131 142 82 
131 142 82 
131 142 82 
131 142 82 
130 141 81 
130 141 81 
137 145 88 
129 140 84 
117 124 80 
200 194 172
255 230 233
253 221 234
255 235 238
249 232 224
253 229 229
254 228 229
254 228 231
255 226 230
254 223 229
253 220 227
252 217 224
251 215 225
254 214 222
254 214 222
255 215 223
253 217 221
254 218 222
254 220 221
254 220 221
254 220 221
255 220 216
250 215 213
250 216 214
245 216 208
211 193 173
163 154 121
135 134 88 
128 135 81 
136 146 83 
133 143 80 
131 142 76 
132 144 78 
135 147 81 
135 147 81 
133 144 78 
130 141 75 
133 143 80 
135 141 77 
140 147 79 
135 146 80 
126 135 80 
145 139 107
200 167 162
247 193 206
246 194 207
246 194 207
246 196 207
248 198 209
248 201 209
248 201 209
247 200 206
244 199 204
255 208 216
255 212 219
255 214 221
255 212 219
251 208 215
249 204 211
249 202 210
249 202 210
252 205 211
251 204 210
250 203 209
250 201 205
248 199 203
247 197 200
245 195 198
244 194 197
237 188 192
241 192 198
245 196 202
246 197 203
243 192 201
241 190 199
243 189 202
246 192 205
248 198 209
247 200 210
249 202 210
249 204 211
247 205 209
246 205 209
244 205 208
244 205 206
235 199 201
208 179 171
141 126 97 
106 104 56 
109 115 55 
109 115 51 
110 116 54 
111 115 56 
112 116 57 
112 116 57 
112 116 57 
112 116 57 
112 116 57 
112 116 57 
112 116 57 
112 116 57 
111 115 54 
111 115 54 
111 115 54 
110 114 53 
109 113 52 
109 113 52 
109 113 52 
108 112 51 
107 110 53 
107 110 53 
106 109 52 
106 109 52 
105 108 51 
104 107 50 
103 106 49 
103 106 49 
102 105 48 
102 105 48 
101 104 47 
100 103 48 
99 102 47  
99 102 49  
98 101 48  
98 101 48  
97 97 47   
97 97 47   
96 96 46   
95 95 45   
95 95 45   
94 94 44   
93 93 43   
93 93 43   
90 90 40   
90 89 41   
90 89 41   
89 88 40   
89 88 42   
89 88 42   
89 88 44   
89 88 44   
90 86 41   
90 86 41   
90 86 41   
92 85 41   
92 85 41   
93 84 41   
93 84 41   
93 84 41   
94 83 38   
94 83 38   
95 82 40   
95 82 40   
96 81 42   
96 81 42   
98 80 42   
98 80 44   
98 80 42   
98 80 42   
98 80 42   
99 79 42   
99 79 42   
101 79 42  
101 79 42  
101 79 42  
103 79 43  
103 79 43  
104 80 44  
105 79 44  
105 79 44  
105 79 44  
108 79 45  
108 79 45  
108 79 47  
108 79 47  
110 79 48  
110 80 46  
113 80 47  
113 80 45  
114 81 46  
115 81 46  
117 83 48  
118 84 49  
118 84 49  
118 84 49  
119 85 50  
120 86 51  
120 86 51  
120 86 51  
121 85 49  
121 85 49  
122 86 50  
123 87 51  
123 87 51  
124 88 52  
125 89 53  
125 89 53  
127 89 53  
128 90 54  
128 90 54  
128 90 54  
129 91 55  
130 92 56  
130 92 56  
130 92 56  
132 92 57  
132 92 57  
133 93 58  
134 94 59  
135 95 60  
135 95 60  
136 96 61  
136 96 61  
139 96 62  
139 96 62  
139 96 62  
140 97 63  
141 98 64  
141 98 64  
141 98 64  
142 99 65  
143 100 66 
143 100 66 
144 101 67 
144 101 67 
144 101 67 
144 101 67 
145 102 68 
145 102 68 
146 103 68 
146 103 68 
146 103 68 
147 104 69 
147 104 69 
147 104 69 
147 104 69 
147 104 69 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
148 105 71 
147 104 70 
147 104 70 
147 104 70 
147 104 70 
148 103 70 
148 103 70 
148 103 70 
148 103 70 
148 103 70 
147 102 69 
147 102 69 
147 102 69 
146 103 69 
146 103 69 
145 102 68 
145 102 68 
144 101 67 
144 101 67 
143 100 66 
143 100 66 
143 100 66 
143 100 66 
142 99 65  
142 99 65  
141 98 64  
141 98 64  
140 97 63  
140 97 63  
140 97 63  
140 97 63  
139 96 62  
139 96 62  
138 95 61  
138 95 61  
137 94 60  
137 94 60  
135 95 60  
135 95 60  
134 94 59  
133 93 58  
132 92 57  
132 92 57  
131 91 56  
131 91 56  
130 90 55  
130 90 55  
129 89 54  
128 88 53  
127 87 52  
127 87 52  
126 86 51  
126 86 51  
125 84 52  
125 84 52  
125 84 52  
125 84 52  
125 84 52  
124 83 51  
124 83 51  
124 83 51  
122 83 50  
122 83 50  
122 83 50  
122 83 50  
121 82 49  
121 82 49  
121 82 49  
121 82 49  
120 82 46  
120 82 46  
120 82 46  
117 81 45  
117 81 45  
115 81 44  
115 81 44  
115 81 44  
112 80 42  
112 80 42  
112 80 42  
111 79 41  
111 79 41  
111 79 41  
111 79 41  
111 79 41  
111 77 40  
110 78 40  
110 78 40  
109 77 39  
107 77 39  
107 77 39  
106 78 39  
106 78 39  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 80 37  
107 80 37  
107 80 37  
108 81 38  
108 81 38  
108 81 38  
108 81 38  
108 81 38  
109 82 39  
109 82 39  
109 82 39  
109 82 39  
109 82 39  
110 83 40  
110 83 40  
110 83 40  
107 83 39  
107 83 39  
108 84 40  
108 84 40  
108 84 40  
108 84 40  
109 85 41  
109 85 41  
162 158 97 
162 158 97 
162 158 97 
160 158 97 
160 158 97 
158 158 96 
158 158 96 
158 158 96 
155 156 96 
155 156 96 
153 157 96 
151 157 95 
148 157 94 
147 157 94 
146 158 94 
145 157 93 
143 158 91 
143 158 91 
142 157 90 
141 156 89 
141 156 89 
140 155 88 
139 154 87 
139 154 87 
139 151 85 
139 151 85 
138 150 84 
136 148 82 
134 146 80 
133 145 79 
132 144 78 
131 143 77 
131 142 74 
130 141 73 
128 139 71 
127 138 70 
125 136 68 
125 136 68 
124 135 67 
124 135 67 
124 134 65 
124 134 65 
123 133 64 
123 133 62 
123 133 62 
124 134 61 
125 135 62 
125 135 62 
126 136 63 
126 136 63 
127 138 62 
127 138 62 
128 139 61 
128 139 61 
128 139 60 
129 140 61 
129 140 61 
129 140 61 
130 141 62 
131 142 63 
132 143 64 
132 143 64 
132 143 64 
132 143 64 
133 144 65 
132 143 64 
132 143 64 
132 143 64 
131 142 63 
131 142 63 
130 141 62 
130 141 62 
130 141 63 
130 141 63 
129 140 62 
129 140 62 
128 139 61 
128 139 61 
127 138 60 
127 138 60 
127 135 58 
127 135 58 
127 135 58 
127 135 60 
127 135 60 
127 135 62 
127 135 62 
127 135 62 
123 133 60 
123 133 60 
123 133 62 
122 132 61 
122 132 63 
121 131 62 
121 130 63 
120 129 62 
120 130 61 
120 130 61 
120 130 61 
120 130 61 
120 130 61 
120 130 61 
120 130 61 
120 130 61 
119 130 62 
120 131 63 
120 131 63 
121 132 64 
121 132 64 
122 133 65 
122 133 65 
122 133 65 
123 134 66 
123 134 66 
123 134 66 
124 135 67 
124 135 67 
124 135 67 
124 135 67 
125 136 68 
125 136 68 
126 137 69 
126 137 69 
126 137 69 
126 137 69 
126 137 69 
127 138 70 
127 138 70 
128 139 73 
128 139 73 
128 139 73 
129 140 74 
129 140 74 
130 141 75 
130 141 75 
130 141 75 
130 140 77 
130 140 77 
130 140 77 
131 141 78 
132 142 79 
132 142 79 
133 143 80 
133 143 80 
132 142 79 
132 142 79 
132 142 79 
131 141 78 
131 141 78 
131 141 78 
131 141 78 
130 140 77 
129 141 77 
129 141 77 
129 141 77 
129 141 77 
128 140 76 
128 140 76 
128 140 76 
128 140 76 
129 139 76 
129 139 76 
129 139 76 
129 139 76 
129 139 76 
128 138 75 
128 138 75 
128 138 75 
128 138 77 
128 138 77 
128 138 77 
127 137 76 
127 137 76 
127 137 76 
127 137 76 
127 137 76 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
127 135 75 
126 134 74 
126 134 74 
126 134 74 
126 134 74 
125 133 73 
125 133 73 
123 133 72 
123 133 72 
123 133 72 
123 133 72 
123 133 72 
122 132 71 
122 132 71 
122 132 71 
121 133 71 
121 133 71 
121 133 71 
120 132 70 
120 132 70 
120 132 70 
120 132 70 
120 132 70 
120 132 70 
120 132 70 
120 132 70 
120 132 70 
121 133 71 
121 133 71 
121 133 71 
121 133 71 
121 133 71 
121 133 71 
122 134 72 
122 134 72 
123 135 73 
123 135 73 
123 135 73 
124 136 74 
125 137 75 
125 137 75 
126 138 76 
126 138 76 
127 139 77 
127 139 77 
128 140 78 
128 140 78 
126 140 78 
126 140 78 
127 141 79 
127 141 79 
127 141 79 
127 141 79 
128 142 80 
128 142 80 
128 142 80 
128 142 80 
128 142 80 
128 142 80 
129 143 81 
129 143 81 
129 143 81 
129 143 81 
132 143 83 
132 143 83 
132 143 83 
131 142 82 
131 142 82 
131 142 82 
131 142 82 
131 142 82 
134 143 90 
124 130 84 
143 140 109
235 219 206
255 233 237
255 226 234
254 225 229
252 228 224
255 226 228
255 226 228
255 224 229
255 223 228
255 220 227
253 216 224
253 213 222
251 211 222
254 211 220
253 212 220
253 212 220
253 212 218
253 214 219
253 214 219
252 216 218
252 216 218
249 208 212
253 212 216
253 214 217
249 215 213
241 213 202
216 198 176
174 163 133
136 131 93 
126 134 74 
139 149 88 
142 154 90 
131 146 79 
126 141 72 
134 146 80 
137 147 84 
133 142 79 
139 148 85 
133 139 75 
142 149 82 
139 148 85 
124 131 80 
154 145 116
215 180 178
251 194 209
245 193 206
246 194 207
246 196 207
248 198 209
248 201 209
249 202 210
248 201 207
247 202 207
255 214 221
255 214 221
255 213 220
255 211 218
251 206 213
250 203 211
249 202 210
252 202 211
253 204 210
252 203 209
250 201 207
249 198 205
246 195 200
245 192 198
244 191 197
243 190 196
235 184 189
237 186 193
242 191 198
246 195 202
245 194 203
242 191 200
243 191 203
247 193 206
248 198 209
249 199 210
249 202 210
249 204 211
248 206 210
246 205 209
246 205 209
244 205 206
239 200 205
213 183 175
146 129 103
109 105 58 
109 113 54 
108 114 52 
110 116 54 
112 115 58 
112 116 57 
112 116 57 
112 116 57 
112 116 57 
112 116 57 
112 116 57 
112 116 57 
112 116 57 
111 115 54 
111 115 54 
111 115 54 
110 114 53 
110 114 53 
109 113 52 
109 113 52 
109 113 52 
108 111 54 
107 110 53 
107 110 53 
106 109 52 
105 108 51 
104 107 50 
104 107 50 
103 106 49 
102 105 48 
102 105 48 
101 104 47 
100 103 48 
99 102 47  
98 101 48  
98 101 48  
97 100 47  
97 97 47   
96 96 46   
95 95 45   
95 95 45   
94 94 44   
93 93 43   
92 92 42   
92 92 42   
89 88 40   
89 88 40   
89 88 40   
90 89 43   
89 88 42   
89 88 44   
88 87 43   
87 86 42   
89 84 42   
89 84 42   
89 84 42   
91 84 42   
91 84 42   
92 83 42   
92 83 42   
92 83 42   
93 81 39   
93 81 39   
94 81 39   
94 80 41   
95 80 41   
95 79 43   
97 79 43   
97 79 43   
98 80 44   
98 80 44   
98 80 44   
99 79 44   
99 79 44   
101 78 44  
101 78 44  
101 78 44  
102 78 44  
102 78 44  
103 79 45  
104 78 45  
104 78 45  
104 78 45  
107 78 46  
107 78 46  
107 78 46  
108 79 47  
109 78 47  
110 80 46  
112 79 46  
113 80 45  
113 80 45  
114 80 45  
117 83 48  
117 83 48  
117 83 48  
118 84 49  
118 84 49  
119 85 50  
119 85 50  
119 85 50  
121 85 49  
121 85 49  
122 86 50  
122 86 50  
123 87 51  
124 88 52  
124 88 52  
125 89 53  
127 89 53  
127 89 53  
128 90 54  
128 90 54  
129 91 55  
129 91 55  
130 92 56  
130 92 56  
132 92 57  
132 92 57  
133 93 58  
134 94 59  
134 94 59  
135 95 60  
136 96 61  
136 96 61  
139 96 62  
139 96 62  
139 96 62  
140 97 63  
141 98 64  
141 98 64  
141 98 64  
142 99 65  
143 100 66 
143 100 66 
144 101 67 
144 101 67 
144 101 67 
144 101 67 
145 102 68 
145 102 68 
146 103 68 
146 103 68 
146 103 68 
146 103 68 
147 104 69 
147 104 69 
147 104 69 
147 104 69 
147 104 70 
147 104 70 
147 104 70 
147 104 70 
147 104 70 
147 104 70 
147 104 70 
147 104 70 
147 104 70 
147 104 70 
147 104 70 
147 104 70 
147 104 70 
147 104 70 
147 104 70 
147 104 70 
148 105 71 
148 105 71 
148 105 71 
147 104 70 
147 104 70 
147 104 70 
147 104 70 
146 103 69 
148 103 70 
148 103 70 
148 103 70 
148 103 70 
147 102 69 
147 102 69 
147 102 69 
147 102 69 
146 103 69 
145 102 68 
145 102 68 
144 101 67 
144 101 67 
143 100 66 
143 100 66 
143 100 66 
143 100 66 
142 99 65  
142 99 65  
141 98 64  
141 98 64  
140 97 63  
140 97 63  
140 97 63  
140 97 63  
139 96 62  
139 96 62  
138 95 61  
138 95 61  
137 94 60  
137 94 60  
137 94 60  
135 95 60  
134 94 59  
134 94 59  
133 93 58  
132 92 57  
131 91 56  
131 91 56  
130 90 55  
130 90 55  
130 90 55  
129 89 54  
128 88 53  
127 87 52  
127 87 52  
126 86 51  
126 86 51  
125 84 52  
125 84 52  
125 84 52  
125 84 52  
125 84 52  
124 83 51  
124 83 51  
124 83 51  
122 83 50  
122 83 50  
122 83 50  
122 83 50  
121 82 49  
121 82 49  
121 82 49  
121 82 49  
120 82 46  
120 82 46  
119 81 45  
117 81 45  
116 80 44  
115 81 44  
115 81 44  
114 80 43  
112 80 42  
112 80 42  
111 79 41  
111 79 41  
111 79 41  
111 79 41  
110 78 40  
110 78 40  
111 77 40  
110 78 40  
110 78 40  
109 77 39  
107 77 39  
107 77 39  
106 78 39  
106 78 39  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 78 38  
107 80 37  
107 80 37  
107 80 37  
108 81 38  
108 81 38  
108 81 38  
108 81 38  
108 81 38  
109 82 39  
109 82 39  
109 82 39  
109 82 39  
109 82 39  
110 83 40  
110 83 40  
110 83 40  
107 83 39  
107 83 39  
108 84 40  
108 84 40  
108 84 40  
108 84 40  
109 85 41  
109 85 41  
164 158 98 
163 159 98 
163 159 98 
162 158 97 
160 158 97 
160 158 97 
159 159 97 
159 159 97 
156 157 97 
156 157 97 
154 158 97 
152 158 96 
152 158 96 
149 158 95 
148 158 95 
147 157 94 
146 158 92 
146 158 92 
145 157 91 
144 156 90 
144 156 90 
143 155 89 
142 154 88 
142 154 88 
139 151 85 
139 151 85 
138 150 84 
136 148 82 
134 146 80 
133 145 79 
132 144 78 
131 143 77 
131 142 74 
130 141 73 
128 139 71 
126 137 69 
125 136 68 
124 135 67 
123 134 66 
123 134 66 
123 133 64 
123 133 64 
123 133 64 
123 133 62 
123 133 62 
124 134 61 
125 135 62 
125 135 62 
126 137 61 
127 138 62 
127 138 62 
127 138 60 
128 139 61 
